respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.1426234120890399,0.2549598298861252
26708,0.03371532252434726,0.058963572935774276
26709,0.6667982555067061,0.8063477283772302
26710,0.6159525123426144,0.9222193396363714
26711,0.39279485504627354,0.7447821331417327
26712,0.5211617790570601,0.8986739779534371
26713,0.528401022502308,0.46582175422463856
26714,0.16574543927959526,0.058277027177012004
26715,0.03316418297651,0.05732251132401278
26716,0.142345247291494,0.8507091613833098
26717,0.03609394461463802,0.4968121728133337
26718,0.25954905969970055,0.605248104035349
26719,0.10817116957282746,0.8916895156026275
26720,0.06704646794195888,0.19313377830438014
26721,0.6343185479027977,0.5616957401858352
26722,0.06141747201043333,0.07893191064882359
26723,0.7303610765045438,0.91968488605452825
26724,0.07932138682203084,0.8291632169223712
26725,0.037094604897176094,0.052026049416309256
26726,0.03084231766901568,0.06450133955663896
26727,0.2044131672009846,0.7673389831637147
26728,0.15425694772046444,0.4303334548266413
26729,0.26677705813509917,0.7960108546393102
26730,0.04674410514556337,0.1033231462384206
26731,0.031328636782725156,0.31454617647106586
26732,0.1975506329913017,0.16878062434279514
26733,0.8725631608996083,0.9186879137390889
26734,0.7324723244601427,0.26664373890636844
26735,0.12666530567637826,0.30711895606295436
26736,0.0639030836178236,0.1312149093025777
26737,0.03371532252434726,0.2237509328128082
26738,0.7224329664342842,0.8050612295411507
26739,0.07714607300671204,0.19825366944535389
26740,0.2806762940357481,0.06398610356751189
26741,0.15292955973789854,0.9305823243997987
26742,0.06551849406589717,0.2836897611926136
26743,0.03900720561300395,0.29234563326665325
26744,0.060930136758762535,0.7586290040394631
26745,0.11151812906695847,0.8056243516065243
26746,0.1098701646264205,0.19882930345587432
26747,0.08560505863962001,0.14840743619136015
26748,0.24042563986052748,0.07249434591027835
26749,0.0883322302339615,0.44745343762748035
26750,0.7343606011065273,0.9087016030282123
26751,0.4228807738038586,0.8192410529382355
26752,0.038792092334362024,0.058277027177012004
26753,0.1291435966091567,0.3930263829583145
26754,0.14518242351960992,0.25633537731630524
26755,0.1333029377993614,0.40529761170942463
26756,0.03184706623471821,0.04961062821351579
26757,0.5188486041341064,0.7140015075909434
26758,0.5818303499362987,0.8222579918399916
26759,0.040433560010018695,0.18308080933128304
26760,0.03370805021253916,0.07738697037058385
26761,0.45477980664586787,0.7836534765521984
26762,0.16230495561671732,0.7324944405917038
26763,0.8553663418956999,0.8782785736563874
26764,0.9005603817791754,0.9331084877331929
26765,0.12727896164403785,0.6808941656651439
26766,0.14409598288531716,0.1329917298786459
26767,0.7675934707321085,0.7748247453684608
26768,0.027679529806784266,0.48106931088757743
26769,0.20460249798140878,0.32461167452819156
26770,0.1234875370201264,0.6719867119808122
26771,0.03293586711303278,0.26654881087389104
26772,0.04203482644354434,0.4833205131100527
26773,0.027679529806784266,0.27476287432973
26774,0.05938822312760555,0.4156085857140198
26775,0.06551849406589717,0.45445114286236193
26776,0.4291635097291289,0.47415680866616633
26777,0.09052760795287865,0.910526068220624
26778,0.1704173868188647,0.10022568647363926
26779,0.06742477146981134,0.7218209399134372
26780,0.2583445819785257,0.9280169499539087
26781,0.1020987621963721,0.4946418041268736
26782,0.04332345094999574,0.16784726804941272
26783,0.043528319313369555,0.24587947472277205
26784,0.3905194091816127,0.8716176272008364
26785,0.4076297638059433,0.6093729805841067
26786,0.1562183265059128,0.16018769019770837
26787,0.08888118214521205,0.6527022768204774
26788,0.09561426495819622,0.9266847587901007
26789,0.023845916108439294,0.3580809183111385
26790,0.04245145818921622,0.18035652559454887
26791,0.03990783843370261,0.14187679203980702
26792,0.1468695207467633,0.7861196064689548
26793,0.09263417918355422,0.9259112235695609
26794,0.7816595338392857,0.9001699683382983
26795,0.045968772412251044,0.9203878183760384
26796,0.03371532252434726,0.04961062821351579
26797,0.14414017047996117,0.71149901358791
26798,0.47449065443587424,0.14519159351449634
26799,0.280446924544707,0.17129040590005376
26800,0.06289746985081213,0.9133881193568203
26801,0.20314045406084488,0.21111368344762826
26802,0.07504261284449329,0.08938716865922704
26803,0.0706521365053966,0.16776963954831575
26804,0.03371532252434726,0.05797948050367872
26805,0.052934597264074144,0.16648273750213993
26806,0.06446249666951337,0.9235631090444213
26807,0.5862896153306142,0.8290751912623762
26808,0.18696765395888854,0.37331337054794295
26809,0.4777802007383193,0.32594766418192556
26810,0.0673109463842437,0.1368668754006982
26811,0.06670179621919121,0.07649252242318304
26812,0.0729088725427553,0.7948113604643696
26813,0.5310200267582323,0.46717416879965873
26814,0.037259101063341106,0.7169757816345657
26815,0.03371532252434726,0.050816157219224015
26816,0.06049496157591645,0.16157622362436547
26817,0.08323059146718702,0.7432168434625719
26818,0.06743528878476683,0.3631719402253914
26819,0.17814275899722948,0.36879364372833595
26820,0.11874640717463569,0.18127356352310148
26821,0.07625087614982727,0.6391835323092485
26822,0.18483967008481303,0.8102343869806098
26823,0.22262314395344393,0.3309092575503538
26824,0.0347014147921216,0.760836906607549
26825,0.381586326731957,0.7939376778795775
26826,0.13447190678758467,0.7797862187386393
26827,0.06340228598587405,0.15404131890809414
26828,0.1665651324604087,0.29746173591134106
26829,0.5833526226453462,0.8754399297356897
26830,0.047293043613722455,0.8437035761461008
26831,0.11270524957196448,0.832755943084047
26832,0.11840206294489929,0.9072001425165915
26833,0.03594198432154932,0.7533073694162379
26834,0.25365072737571764,0.5890898075475116
26835,0.7419132776331611,0.9252050219548221
26836,0.13021274875612426,0.7486847529384417
26837,0.11788912812798938,0.04940486689664337
26838,0.0808864136407321,0.4423806938973265
26839,0.11719785996806033,0.38571330542348947
26840,0.07328393619338275,0.18254895970703167
26841,0.5158136785647423,0.7406876595028924
26842,0.042784941278167524,0.22130689742055565
26843,0.03371532252434726,0.04995330859660418
26844,0.03188717042282672,0.2975653390900226
26845,0.06822637843310557,0.7920009034650031
26846,0.06477916909615637,0.8654112229980278
26847,0.4537994452519456,0.13165234623331568
26848,0.027679529806784266,0.7593173025195
26849,0.18966440514881386,0.4136178851828466
26850,0.6508175729988075,0.8253255399514114
26851,0.03316418297651,0.058177002074378474
26852,0.03316418297651,0.050816157219224015
26853,0.3111294850211463,0.49617026579606927
26854,0.027679529806784266,0.13509976497817458
26855,0.5625349038221931,0.857902797268271
26856,0.1664393211728458,0.06184956303967835
26857,0.6465693553352638,0.21666452810063452
26858,0.058741640405102304,0.6832553935401677
26859,0.06865094529399901,0.17846884015409145
26860,0.16594446914368266,0.06694033422654483
26861,0.03557630650216821,0.058277027177012004
26862,0.06922629280591415,0.4643272168767106
26863,0.1702728164957586,0.5198265062811545
26864,0.5196308608960601,0.31141293533920567
26865,0.03184706623471821,0.05264341350011888
26866,0.12171108480711519,0.6181820404677478
26867,0.06788594180105906,0.06279595771154206
26868,0.7615030234938477,0.8403746880236455
26869,0.06649222331937489,0.23750731441390416
26870,0.7837760986162577,0.9012642802617907
26871,0.06305865756292692,0.05950331277989793
26872,0.059687350601560725,0.4880064740270801
26873,0.19675807639383708,0.7695635647399964
26874,0.07788335232557138,0.1293383329250781
26875,0.6576061791748986,0.8421238494461083
26876,0.09517133774394525,0.07649252242318304
26877,0.0882157118577728,0.1412980518190279
26878,0.16017313056186377,0.23868404961390732
26879,0.0303345390269306,0.06408427243995499
26880,0.08485590733030028,0.22990921085128185
26881,0.03316418297651,0.057067134979926756
26882,0.03371532252434726,0.050816157219224015
26883,0.06082034901753134,0.12012888994057494
26884,0.16836271723157542,0.16876632238700934
26885,0.23712421400186548,0.691825724227301
26886,0.13191161723776876,0.8735836013474794
26887,0.6390813092688672,0.8941008192342226
26888,0.9024341767124194,0.9123548240875567
26889,0.09234722435585771,0.1417958103037859
26890,0.1661132362972685,0.38080451387238295
26891,0.6971156890661171,0.8129073591794614
26892,0.12044251780081212,0.5939027737176588
26893,0.03371532252434726,0.05264341350011888
26894,0.23896449935633785,0.26111083665412305
26895,0.06607454273412652,0.8421013140261348
26896,0.03371532252434726,0.05264341350011888
26897,0.05392340973951213,0.4764812273482634
26898,0.1741086814387373,0.7766633740160567
26899,0.06608125454105895,0.06591086015110374
26900,0.06649222331937489,0.23192773896307028
26901,0.036923836044732976,0.33470190982026854
26902,0.16960760279120074,0.9264163505459321
26903,0.2034642737919726,0.14097009720204437
26904,0.10161181432255172,0.5203019567677216
26905,0.48487336674145537,0.9142172047599936
26906,0.044188852490094986,0.22994746181261277
26907,0.03303087345803998,0.6439519493598274
26908,0.10020706526009827,0.8668958267726399
26909,0.1114782912531937,0.1341123765288058
26910,0.206218991766822,0.35733553481156166
26911,0.06322764816872438,0.11580522145941552
26912,0.409776898179059,0.8940688236874212
26913,0.7852285576724098,0.8502104126434196
26914,0.06551849406589717,0.21339396109267697
26915,0.18231360132867197,0.7449177685875165
26916,0.04332345094999574,0.2071817892359512
26917,0.03250198963318807,0.053892020875634356
26918,0.8598440736705977,0.9035569717045907
26919,0.17757488257927836,0.5515623114037004
26920,0.06621392571451823,0.11199417082463302
26921,0.0954504357567314,0.9212705383073871
26922,0.06575973872811429,0.7799785241050681
26923,0.20787180221669674,0.481062945484254
26924,0.8252873269764485,0.8952865222224239
26925,0.07132690246787694,0.7084644583773415
26926,0.4146457649912894,0.5222226247823752
26927,0.3431806649985945,0.6600188807503022
26928,0.10530910900198279,0.5250621103374343
26929,0.06306118941580521,0.16062825739347353
26930,0.8278155477237715,0.9074001419232093
26931,0.07473127646607741,0.26688865518972416
26932,0.07529099632754556,0.8972320154474995
26933,0.040984699557855955,0.6705617470152834
26934,0.48776901323107874,0.6605904225556297
26935,0.12586683391887563,0.4194654854898073
26936,0.40869741015990707,0.18041456700497774
26937,0.23293890472189108,0.7944863997463284
26938,0.11671567978842355,0.05264341350011888
26939,0.03836667413524658,0.06878944119069005
26940,0.062342610199180935,0.1652547598082669
26941,0.0800932916456263,0.4628309417950375
26942,0.6115353415172119,0.7930405381022834
26943,0.24163494499801322,0.7293742113385393
26944,0.07381505774191396,0.14614382928981998
26945,0.07932138682203084,0.5547494962658533
26946,0.1709543791599777,0.7880628615939966
26947,0.16589677165065983,0.5016890520561429
26948,0.023845916108439294,0.0659262216788646
26949,0.023845916108439294,0.06410642469413992
26950,0.10128371378813371,0.4952183770594551
26951,0.0371784012180496,0.1765627217600586
26952,0.8363435025953784,0.8327683535392677
26953,0.7113617213848678,0.9260615874584669
26954,0.03557630650216821,0.053853305697204125
26955,0.15511499664272846,0.7573044103920104
26956,0.1209693767382904,0.1883642326713061
26957,0.03150333986510395,0.9259112235695609
26958,0.16168410435230363,0.8949413317454786
26959,0.03421430986219838,0.20339306163542217
26960,0.03371532252434726,0.10820679317898325
26961,0.2347900825766344,0.4201560672150708
26962,0.14441409467192123,0.8551901103570723
26963,0.12253348288531715,0.34943578420742877
26964,0.07900065917821955,0.22530388530760545
26965,0.8789394283001573,0.9226993441064446
26966,0.02967327484682737,0.0696017862344662
26967,0.10024348269767498,0.41825547191766793
26968,0.04021124933338022,0.8494377298100226
26969,0.07084258870954598,0.19602077269096688
26970,0.6191756529610609,0.5872245172536043
26971,0.03557630650216821,0.0750315693037318
26972,0.029344514276311837,0.05759074166470976
26973,0.03476544941003564,0.1354179649320859
26974,0.20305075719380294,0.21645855451199056
26975,0.08323059146718702,0.6151482541879977
26976,0.8695108838577436,0.3920153738351017
26977,0.08292657825353199,0.45655627142629196
26978,0.033695880410205326,0.9145883940047594
26979,0.7075017350780783,0.8057211698276968
26980,0.06702866184026289,0.1683734530812462
26981,0.11810327624454876,0.4234625673654343
26982,0.7322554078515117,0.8338113087925747
26983,0.10865000279890587,0.46589142517807086
26984,0.06965110859043501,0.14791447726042734
26985,0.030647454901978857,0.11789093865118
26986,0.05920888309891114,0.3181565351756481
26987,0.07025651532794576,0.14443886923529173
26988,0.03316418297651,0.09119381682815993
26989,0.2669540990255749,0.8534914184604891
26990,0.03370805021253916,0.06010428345790687
26991,0.2711284809471933,0.539710869903159
26992,0.30074485203701357,0.48478042637180263
26993,0.08165831846432756,0.860652100419621
26994,0.08229961592409885,0.3553973860180591
26995,0.1771223366512627,0.30889219482156316
26996,0.3273426980354879,0.46079305850480995
26997,0.042417958137610845,0.10368913480164946
26998,0.03371532252434726,0.050816157219224015
26999,0.4702129135015878,0.5444105129164937
27000,0.09597613898370247,0.14965537523646555
27001,0.08232011032088973,0.8765697604081684
27002,0.03184706623471821,0.29054918606573965
27003,0.025358443316226904,0.056909367866610314
27004,0.1092458973520081,0.1818085983587945
27005,0.47746293543766727,0.8759246911343076
27006,0.8589482371601523,0.9288893068807316
27007,0.035396546970972914,0.15865571710339876
27008,0.12012612219434234,0.057387797703816204
27009,0.0800932916456263,0.19291685660261895
27010,0.06891862399917442,0.12559610766961932
27011,0.10730704340622257,0.15456161405540247
27012,0.17857123602603325,0.4253121405014407
27013,0.08165831846432756,0.5185511427138129
27014,0.04692910579467,0.2137041745805979
27015,0.10030367572774049,0.17780474742006125
27016,0.12532388443644576,0.26951635514528827
27017,0.4064168219559382,0.8370531926447702
27018,0.06480711795755414,0.08665533320989835
27019,0.8876394884515945,0.9351042863366319
27020,0.1715053525802895,0.49080578446390605
27021,0.09401008572789545,0.6929625977573938
27022,0.21429286268713052,0.16793866703719948
27023,0.1412915925892169,0.19998359326731788
27024,0.06715459546572461,0.5621918367074629
27025,0.13764096842511794,0.06184956303967835
27026,0.07328393619338275,0.49280955390774545
27027,0.06477916909615637,0.8768204994806751
27028,0.2180633039619467,0.8761913163706274
27029,0.06296961502314193,0.2904174854492337
27030,0.32447547395666193,0.30517569932117594
27031,0.2303298925585771,0.8278091306330431
27032,0.16213677919598826,0.6651818737361951
27033,0.2989487012155453,0.7325078588450371
27034,0.033828121643353956,0.5668633870679979
27035,0.08059278208708909,0.20038579232758866
27036,0.1731644753454204,0.8098550555426094
27037,0.4832592220780911,0.7397810535094135
27038,0.03371532252434726,0.050816157219224015
27039,0.7826808057203003,0.9146580317528178
27040,0.22571115921981363,0.29551043065897564
27041,0.05811014488038155,0.561568816169624
27042,0.07456014808584288,0.513480700654674
27043,0.31737013651022267,0.8035765533485901
27044,0.0303345390269306,0.06888879964144257
27045,0.0639030836178236,0.5243184540521996
27046,0.040779831194482134,0.14340464269090436
27047,0.663878724767199,0.6396488856352716
