respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.11481157800682185,0.3449932854401555
26708,0.027231194967354044,0.03521805042234705
26709,0.2673732845888458,0.6635114417673043
26710,0.45812820681051836,0.8519762154897141
26711,0.3203555064857865,0.46313925649652177
26712,0.6603222086318782,0.9462005697473262
26713,0.1962220419034726,0.5140682373711357
26714,0.17662093335271423,0.21005233987704452
26715,0.02399946297897404,0.14517810972453127
26716,0.24781892157658048,0.9069514079659304
26717,0.006081993864406443,0.257327702034135
26718,0.3692768281782288,0.5228058068580297
26719,0.11911324058701589,0.9496274415479568
26720,0.021889453368299172,0.26661886832750914
26721,0.3021374573087463,0.38061434198093125
26722,0.12295063334115597,0.16076884455411822
26723,0.7916341329563739,0.9028215491874231
26724,0.028532499181623594,0.645561278471259
26725,0.006489130801134446,0.03822262122421716
26726,0.005858250310919355,0.010004938582472755
26727,0.423487428434864,0.8975044564957584
26728,0.2114488723854343,0.5542475273036166
26729,0.2319632694475764,0.8644533274073521
26730,0.014708485352604717,0.14205537004513236
26731,0.06288513265362439,0.2767906164779551
26732,0.14511012291731407,0.179127765098128
26733,0.9596170464727507,0.970126341637833
26734,0.9019327756091731,0.3699247666430342
26735,0.0941153080921443,0.3840814397270147
26736,0.09267951769225469,0.18646955858797454
26737,0.10301825770841466,0.12312638293879363
26738,0.7167290918102505,0.8489998046606385
26739,0.19816294563243186,0.30269005948673056
26740,0.20332228210080538,0.12440573520026998
26741,0.08114619724646144,0.9047796803905745
26742,0.14503559042248038,0.4810173928878563
26743,0.07386685367972612,0.5409908640337863
26744,0.03281607275355225,0.7000117250137052
26745,0.055744823651496245,0.9364903320627969
26746,0.22018973695202904,0.3774871894775039
26747,0.03465394350293094,0.1592981002142646
26748,0.02897754989937451,0.029196228077362885
26749,0.11299065282285359,0.7172468806772533
26750,0.3730494896942662,0.8711361601844771
26751,0.4246064098392234,0.7241598701918895
26752,0.03619354425757104,0.04552684749462654
26753,0.35242767275716536,0.7010497734186221
26754,0.19628297154067942,0.6803793139307504
26755,0.13539028310237222,0.46152165433612025
26756,0.030021725554106093,0.035203388720518314
26757,0.14766151461385346,0.4249977191319174
26758,0.48708407357532046,0.8664909458538643
26759,0.01875791337922994,0.1998909626939832
26760,0.012450934461515795,0.036428092213342755
26761,0.2754557725960396,0.7228731889406539
26762,0.2210396873139796,0.8129968425944607
26763,0.9306879453174446,0.9799066666620039
26764,0.9608164239349262,0.971362974794084
26765,0.0398610554086658,0.7384803766951016
26766,0.1645050983093309,0.1829825643778178
26767,0.8941648934018968,0.7670870206492987
26768,0.009518210160326501,0.3108773981275291
26769,0.05497492623727063,0.16958187896835009
26770,0.04116915907841434,0.47818102390539796
26771,0.0103460539959771,0.10916665771702438
26772,0.08708452224493746,0.5107220849671286
26773,0.03299631752690635,0.4671352743673536
26774,0.011741786067967719,0.41723939466722637
26775,0.026324988751090905,0.4433466252621264
26776,0.40075663619583435,0.3509909781521847
26777,0.139677210366131,0.945830567816265
26778,0.10638984106936644,0.08239634076324465
26779,0.20798001943154532,0.5970807656267523
26780,0.04926358097951522,0.9510214263712149
26781,0.06652366962316836,0.45689201595201145
26782,0.06214472372204216,0.3163915662823973
26783,0.022321715015676258,0.23765979256916792
26784,0.13610303473833396,0.8245281901726509
26785,0.4781196563319453,0.5930269353185245
26786,0.03677634504239391,0.2088531508017899
26787,0.036576920940542546,0.40746905241551257
26788,0.03508822735365236,0.8966046772836492
26789,0.02454706525196948,0.2959622284554536
26790,0.01780190002486226,0.2137315733268732
26791,0.04094509145547809,0.0973671825338508
26792,0.08982206466803544,0.7591296706063689
26793,0.16822322434583892,0.9333249547219601
26794,0.6383392545667124,0.8893974107412947
26795,0.10099412989794088,0.9683283338227906
26796,0.05771202995748348,0.05192867697920878
26797,0.23408503250759605,0.7489954939520604
26798,0.2914767383827386,0.21612314590621295
26799,0.3411229129977549,0.21770364512293328
26800,0.071897823294924,0.9531677062570063
26801,0.11918410384465938,0.22705040336419802
26802,0.12182482003502182,0.20582611126301054
26803,0.025679714842393397,0.14143128693739537
26804,0.042510828125141065,0.08607457675745278
26805,0.05889704726500655,0.16777189224796363
26806,0.028672127122386315,0.923212067077649
26807,0.3622328686477795,0.945059039439436
26808,0.09171074415911507,0.3907947332072682
26809,0.7318975895630524,0.18776847390827933
26810,0.042517094247356946,0.09889507376105988
26811,0.014130328103624468,0.05618050749908432
26812,0.21392030747699098,0.7610972107729379
26813,0.5158909224482902,0.4127141426687325
26814,0.012036047019150953,0.5150147842725579
26815,0.009917270130718858,0.05405662087278873
26816,0.027357286282033266,0.14056862352647936
26817,0.042032322145979406,0.6245543150765451
26818,0.1093403426474534,0.22957703294224563
26819,0.2660924527719378,0.36880254718067595
26820,0.04277126794029118,0.19142468634985044
26821,0.039289255242023646,0.6253332507465934
26822,0.11053309181319959,0.60558005245973
26823,0.5226341253885577,0.6637760418949261
26824,0.007328975491116219,0.5134958548171146
26825,0.3766229812262498,0.7222549971105978
26826,0.04066884686940164,0.6615822923218215
26827,0.022310860282224065,0.08531507653358816
26828,0.05813477339077289,0.5304451929993896
26829,0.8147555747778255,0.9518044454130347
26830,0.0240920312419437,0.7149536102253047
26831,0.08854185569864403,0.8699064663390764
26832,0.05051710251771979,0.8211937829489606
26833,0.020808857335114728,0.3161421834585493
26834,0.07766624923552479,0.4568926430475928
26835,0.22641773708939084,0.8942481765544563
26836,0.32709654527857823,0.8100869180294482
26837,0.12698035425471155,0.030244983344828946
26838,0.13838016091047034,0.473605161590563
26839,0.049591185619572986,0.384306469622282
26840,0.13248005444398248,0.15572713117424808
26841,0.4480716789417073,0.7841752609528946
26842,0.09357610273212313,0.1872540218811085
26843,0.011634694481084784,0.02793030974012245
26844,0.020092572308225365,0.35081968764457616
26845,0.012273288276066219,0.614554516711904
26846,0.03800793123813184,0.7743463311753844
26847,0.5043305692186243,0.13247093114572095
26848,0.023188435445704925,0.70501442421928
26849,0.5157760519863672,0.6691421041770165
26850,0.4900776731635694,0.5641248257921391
26851,0.07655117218091989,0.09045799319078873
26852,0.04421046982570287,0.06655925838186627
26853,0.35295385281315694,0.44113697267251994
26854,0.009379574307940897,0.06320005110098581
26855,0.4033821205618142,0.7911490655660256
26856,0.038710977575491023,0.02691091339368923
26857,0.5075547978045677,0.21729254340858528
26858,0.07529013896677472,0.5362475691696201
26859,0.023205296935470687,0.08583217718786207
26860,0.11505100463145868,0.13661429373870526
26861,0.020238985462824655,0.07226933179076245
26862,0.027987189155868286,0.1928264354157434
26863,0.08891825926832664,0.3919730838584564
26864,0.2786887646579561,0.30450166045294025
26865,0.01669916968025309,0.03625521337509663
26866,0.0974258858457191,0.5643174442601787
26867,0.16070344515751112,0.16567992080579863
26868,0.8687512782817957,0.9521699947156014
26869,0.024476295472240617,0.201201677535239
26870,0.7042303754689856,0.9172116959097739
26871,0.03226691516860847,0.048708055719893784
26872,0.03148478281813272,0.28959136395023544
26873,0.08277180693097241,0.7494993440106986
26874,0.06811742157946232,0.11827917417443123
26875,0.4275133212321163,0.9140297070073647
26876,0.04161722683474878,0.047362125277799594
26877,0.09259768155196735,0.1509316856259787
26878,0.1441380645843786,0.22257092123166589
26879,0.003798503588308799,0.029659870323150095
26880,0.08701764581076066,0.1498895236100749
26881,0.015399342883404943,0.07511518036386411
26882,0.02510524711670048,0.07079516613311365
26883,0.09852835934426041,0.25370022245781954
26884,0.12115432316786101,0.2113107515938173
26885,0.25906330376342424,0.735192714106491
26886,0.0675938111450608,0.8105534407633949
26887,0.6435688165593463,0.8669826710546
